DIA,HORA,PRECIO,SOLAR,DEMANDA,ACCION_REAL,ACCION_IA,SOC_REAL,SOC_IA,DIFERENCIA
845,0,32.1727,0.0,1.0743,-0.5,-0.3605,0.2715,0.4136,0.1421
845,1,28.7732,0.0,1.0779,0.0,-0.0458,0.2715,0.3727,0.1012
845,2,25.6605,0.0,0.8269,0.0,0.0478,0.2715,0.4206,0.1491
845,3,21.9131,0.0,0.9196,0.3,0.1828,0.5565,0.6492,0.0927
845,4,17.9594,0.0,1.3397,0.3,0.1922,0.8415,0.7761,0.0654
845,5,24.0009,0.0,1.4771,0.0616,0.0963,0.9,0.8441,0.0559
845,6,27.5373,0.0,1.6567,-0.0,0.0292,0.9,0.9138,0.0138
845,7,32.4618,1.8291,1.8319,0.0,-0.0055,0.9,0.8925,0.0075
845,8,41.2231,3.5336,1.6725,0.0,-0.0109,0.9,0.8865,0.0135
845,9,41.5876,4.9973,1.9992,0.0,-0.0005,0.9,0.8948,0.0052
845,10,46.4129,6.1204,2.0766,0.0,-0.0083,0.9,0.8684,0.0316
845,11,66.8024,6.8264,2.2134,0.0,0.0094,0.9,0.8887,0.0113
845,12,68.2181,7.0672,2.2405,0.0,0.0148,0.9,0.9031,0.0031
845,13,75.8312,6.8264,1.9245,0.0,-0.0635,0.9,0.8391,0.0609
845,14,74.4741,6.1204,1.9211,0.0,-0.2312,0.9,0.6121,0.2879
845,15,84.8658,4.9973,1.8847,-0.5,-0.192,0.3737,0.4257,0.052
845,16,81.0578,3.5336,1.6259,-0.165,-0.1208,0.2,0.2605,0.0605
845,17,76.7588,1.8291,1.7956,0.0,-0.0519,0.2,0.195,0.005
845,18,74.567,0.0,1.4682,0.0,0.0123,0.2,0.2128,0.0128
845,19,60.8077,0.0,1.546,0.0,0.0027,0.2,0.1873,0.0127
845,20,62.4063,0.0,1.4769,0.0,-0.0096,0.2,0.1849,0.0151
845,21,59.2567,0.0,1.1041,0.0292,-0.0002,0.2278,0.1835,0.0443
845,22,46.7406,0.0,0.8052,0.3,0.269,0.5128,0.4592,0.0536
845,23,38.7021,0.0,1.0127,0.3,0.3238,0.7978,0.7755,0.0223
846,0,25.4285,0.0,0.9726,0.1915,0.1599,0.615,0.5339,0.0811
846,1,25.8298,0.0,1.1356,0.0,0.1756,0.615,0.7514,0.1364
846,2,22.5931,0.0,1.2874,0.3,0.1286,0.9,0.8238,0.0762
846,3,27.7845,0.0,1.1094,0.0,0.0542,0.9,0.8658,0.0342
846,4,32.536,0.0,1.1215,0.0,0.0426,0.9,0.9044,0.0044
846,5,37.7694,0.0,1.6668,0.0,-0.0085,0.9,0.8757,0.0243
846,6,40.9508,0.0,1.518,0.0,0.0037,0.9,0.8962,0.0038
846,7,57.7105,1.0076,1.3737,0.0,-0.0008,0.9,0.8673,0.0327
846,8,61.1323,1.9466,2.0293,0.0,-0.0254,0.9,0.893,0.007
846,9,70.4696,2.7529,2.0225,0.0,-0.0782,0.9,0.8072,0.0928
846,10,77.5301,3.3716,2.1732,0.0,-0.0851,0.9,0.7075,0.1925
846,11,81.9495,3.7605,2.1981,-0.5,-0.0692,0.3737,0.6542,0.2805
846,12,77.1676,3.8932,2.3967,0.0,-0.0537,0.3737,0.5969,0.2232
846,13,75.5598,3.7605,1.8274,0.0,-0.2438,0.3737,0.3777,0.004
846,14,79.3594,3.3716,1.8137,-0.165,-0.1138,0.2,0.2598,0.0598
846,15,75.3474,2.7529,1.7797,0.0,-0.0314,0.2,0.2217,0.0217
846,16,64.5995,1.9466,1.6719,0.0,0.0073,0.2,0.2171,0.0171
846,17,63.835,1.0076,1.6479,-0.0,-0.0118,0.2,0.1957,0.0043
846,18,52.0343,0.0,1.4265,0.0,0.0147,0.2,0.1965,0.0035
846,19,41.3957,0.0,1.1922,0.0,0.0203,0.2,0.1963,0.0037
846,20,33.001,0.0,1.1188,0.0,0.0078,0.2,0.211,0.011
846,21,32.3422,0.0,1.1024,-0.0,0.021,0.2,0.2246,0.0246
846,22,26.1425,0.0,1.2386,0.0,0.0915,0.2,0.2927,0.0927
846,23,23.1844,0.0,0.9307,0.2453,0.1239,0.4331,0.4373,0.0042
847,0,7.2245,0.0,1.1963,0.3,0.208,0.8442,0.739,0.1052
847,1,20.2246,0.0,0.9248,0.0587,0.1118,0.9,0.8258,0.0742
847,2,21.0473,0.0,0.9462,0.0,0.0346,0.9,0.8713,0.0287
847,3,24.4972,0.0,1.1613,0.0,0.0018,0.9,0.9014,0.0014
847,4,30.0632,0.0,1.2257,0.0,-0.0222,0.9,0.905,0.005
847,5,38.3494,0.0,1.2638,0.0,-0.0025,0.9,0.8949,0.0051
847,6,44.952,0.0,1.497,0.0,-0.0044,0.9,0.8932,0.0068
847,7,53.1112,1.3485,1.8916,0.0,0.0044,0.9,0.9173,0.0173
847,8,58.6031,2.6051,1.907,0.0,-0.0067,0.9,0.8915,0.0085
847,9,61.9045,3.6842,1.9118,-0.0,-0.0356,0.9,0.841,0.059
847,10,66.5764,4.5122,1.8819,0.0,0.0188,0.9,0.8597,0.0403
847,11,88.5184,5.0327,1.9639,-0.5,-0.0589,0.3737,0.8293,0.4556
847,12,79.7269,5.2103,2.1026,0.0,-0.4561,0.3737,0.3823,0.0086
847,13,85.3408,5.0327,2.0735,-0.165,-0.1438,0.2,0.1862,0.0138
847,14,75.8023,4.5122,1.9428,0.0,0.0117,0.2,0.1847,0.0153
847,15,71.3987,3.6842,2.0164,-0.0,-0.0171,0.2,0.2016,0.0016
847,16,67.168,2.6051,1.5753,-0.0,-0.0138,0.2,0.1937,0.0063
847,17,61.3808,1.3485,1.777,0.0,0.0096,0.2,0.1888,0.0112
847,18,46.1119,0.0,1.5931,0.0,0.0113,0.2,0.2017,0.0017
847,19,41.7827,0.0,1.1566,0.0,0.0108,0.2,0.2239,0.0239
847,20,37.1806,0.0,1.1515,0.0,0.0192,0.2,0.2183,0.0183
847,21,21.8438,0.0,1.3711,0.3,0.1784,0.485,0.3923,0.0927
847,22,29.7753,0.0,1.1459,0.0,0.0323,0.485,0.4062,0.0788
847,23,25.577,0.0,0.9997,0.0781,0.1254,0.5592,0.5362,0.023
848,0,25.1434,0.0,0.8677,0.3,0.2693,0.7031,0.616,0.0871
848,1,32.0794,0.0,0.886,0.2072,0.2214,0.9,0.8472,0.0528
848,2,41.6871,0.0,0.9948,0.0,0.0419,0.9,0.8972,0.0028
848,3,37.7093,0.0,0.9472,0.0,0.0139,0.9,0.869,0.031
848,4,54.0137,0.0,1.1625,0.0,0.019,0.9,0.8661,0.0339
848,5,55.6534,0.0,1.4777,0.0,0.0018,0.9,0.89,0.01
848,6,59.5234,0.0,1.7184,0.0,0.0039,0.9,0.891,0.009
848,7,75.9883,0.9757,1.9407,0.0,-0.0068,0.9,0.8889,0.0111
848,8,72.888,1.8849,1.69,0.0,-0.0061,0.9,0.8715,0.0285
848,9,82.7958,2.6656,2.0336,0.0,-0.153,0.9,0.7226,0.1774
848,10,84.3088,3.2647,1.9834,-0.165,-0.1738,0.7263,0.5285,0.1978
848,11,86.9119,3.6413,1.9474,-0.5,-0.1667,0.2,0.319,0.119
848,12,81.2393,3.7698,2.0603,0.0,-0.1653,0.2,0.1771,0.0229
848,13,76.8786,3.6413,2.1483,0.0,0.0067,0.2,0.1734,0.0266
848,14,70.2749,3.2647,1.8583,0.0,0.0166,0.2,0.2052,0.0052
848,15,59.2897,2.6656,1.7754,0.0,-0.0285,0.2,0.1994,0.0006
848,16,56.0678,1.8849,1.6885,0.0,0.0087,0.2,0.1796,0.0204
848,17,41.8112,0.9757,1.5354,-0.0,-0.0,0.2,0.2015,0.0015
848,18,33.0689,0.0,1.6798,0.0,-0.0185,0.2,0.1958,0.0042
848,19,31.6279,0.0,1.256,0.0,0.0054,0.2,0.1745,0.0255
848,20,29.3053,0.0,1.1619,-0.0,-0.0105,0.2,0.1864,0.0136
848,21,20.5119,0.0,1.1931,0.0,-0.0035,0.2,0.1809,0.0191
848,22,18.4283,0.0,1.1015,0.0,0.0793,0.2,0.2657,0.0657
848,23,15.1183,0.0,0.9556,0.2296,0.1106,0.4181,0.3705,0.0476
849,0,38.8616,0.0,0.977,-0.3289,-0.2054,0.2,0.2592,0.0592
849,1,23.9774,0.0,1.0694,0.0,0.0256,0.2,0.2637,0.0637
849,2,21.7899,0.0,1.2271,0.0,0.1187,0.2,0.397,0.197
849,3,12.6173,0.0,1.5235,0.3,0.192,0.485,0.5621,0.0771
849,4,18.9769,0.0,1.0948,0.1368,0.1978,0.615,0.7504,0.1354
849,5,16.8085,0.0,1.2461,0.3,0.1024,0.9,0.8574,0.0426
849,6,22.2402,0.0,1.3544,-0.0,0.0481,0.9,0.891,0.009
849,7,23.5286,1.7017,1.8206,-0.0,0.0125,0.9,0.8982,0.0018
849,8,34.4997,3.2875,1.9832,0.0,0.0062,0.9,0.9153,0.0153
849,9,45.3002,4.6492,1.9677,-0.0,0.0005,0.9,0.9087,0.0087
849,10,52.4543,5.6941,1.7337,0.0,-0.0255,0.9,0.894,0.006
849,11,59.3686,6.3509,1.9378,0.0,-0.0057,0.9,0.9012,0.0012
849,12,66.5733,6.5749,2.0523,0.0,0.027,0.9,0.9124,0.0124
849,13,71.4801,6.3509,2.0342,0.0,0.016,0.9,0.9149,0.0149
849,14,77.3874,5.6941,2.2235,0.0,-0.0294,0.9,0.8762,0.0238
849,15,79.2347,4.6492,2.0129,-0.165,-0.2501,0.7263,0.5997,0.1266
849,16,80.9031,3.2875,1.9021,-0.5,-0.2976,0.2,0.3165,0.1165
849,17,77.0958,1.7017,1.5662,0.0,-0.0756,0.2,0.2147,0.0147
849,18,72.3601,0.0,1.5624,0.0,-0.0276,0.2,0.2035,0.0035
849,19,71.7608,0.0,1.1241,0.0,-0.01,0.2,0.2048,0.0048
849,20,64.3417,0.0,1.2625,0.0,0.0103,0.2,0.2109,0.0109
849,21,54.2698,0.0,1.1731,0.0,0.0145,0.2,0.2079,0.0079
849,22,51.3494,0.0,0.8792,0.0645,0.0511,0.2612,0.2741,0.0129
849,23,39.3029,0.0,0.9722,0.3,0.2365,0.5462,0.4848,0.0614
850,0,23.0708,0.0,0.7021,0.3,0.1578,0.8768,0.713,0.1638
850,1,32.6472,0.0,1.1265,0.0,0.1182,0.8768,0.8382,0.0386
850,2,25.6178,0.0,1.1294,0.0244,0.0514,0.9,0.8843,0.0157
850,3,36.7246,0.0,1.239,0.0,0.0197,0.9,0.8736,0.0264
850,4,39.601,0.0,1.3924,0.0,0.0132,0.9,0.8765,0.0235
850,5,52.4512,0.0,1.3974,0.0,0.0074,0.9,0.8701,0.0299
850,6,55.666,0.0,1.4684,-0.0,0.0074,0.9,0.8784,0.0216
850,7,67.4819,1.836,1.5078,0.0,0.0045,0.9,0.8752,0.0248
850,8,75.2653,3.5469,1.6835,0.0,-0.0045,0.9,0.8772,0.0228
850,9,74.1234,5.0161,2.0345,0.0,-0.0435,0.9,0.8252,0.0748
850,10,82.62,6.1434,1.8073,-0.5,-0.0451,0.3737,0.7771,0.4034
850,11,73.0627,6.8521,1.7065,0.1456,-0.1341,0.512,0.6334,0.1214
850,12,79.9423,7.0938,1.8519,0.242,-0.2179,0.7419,0.3999,0.342
850,13,82.1465,6.8521,2.0739,-0.2218,-0.145,0.5084,0.2702,0.2382
850,14,82.0848,6.1434,1.8876,-0.293,-0.0515,0.2,0.2263,0.0263
850,15,61.6277,5.0161,1.9442,-0.0,-0.0155,0.2,0.2077,0.0077
850,16,55.1419,3.5469,1.4499,-0.0,-0.0071,0.2,0.191,0.009
850,17,49.8765,1.836,1.182,0.0,-0.0069,0.2,0.1991,0.0009
850,18,44.8171,0.0,1.5396,-0.0,-0.0178,0.2,0.2052,0.0052
850,19,34.1493,0.0,1.5213,0.0,-0.0079,0.2,0.1798,0.0202
850,20,33.8007,0.0,0.9934,0.0,0.0031,0.2,0.1974,0.0026
850,21,23.9353,0.0,1.2254,-0.0,0.0448,0.2,0.2289,0.0289
850,22,18.7456,0.0,1.2455,0.1124,0.1642,0.3068,0.3793,0.0725
850,23,15.8932,0.0,1.0164,0.3,0.2189,0.5918,0.5913,0.0005
851,0,20.8692,0.0,1.0547,0.1837,0.154,0.9,0.8107,0.0893
851,1,28.8956,0.0,1.0196,0.0,0.0984,0.9,0.8852,0.0148
851,2,38.6153,0.0,1.0037,0.0,-0.0313,0.9,0.9004,0.0004
851,3,35.3826,0.0,1.1897,0.0,0.0135,0.9,0.8432,0.0568
851,4,44.757,0.0,1.1037,0.0,0.0013,0.9,0.8661,0.0339
851,5,48.9725,0.0,1.1752,0.0,-0.0039,0.9,0.9128,0.0128
851,6,61.1834,0.0,1.6562,0.0,0.0076,0.9,0.8819,0.0181
851,7,66.8445,1.4366,1.5285,0.0,-0.0117,0.9,0.8887,0.0113
851,8,77.8208,2.7752,1.7316,0.0,-0.0164,0.9,0.8433,0.0567
851,9,83.0027,3.9247,1.5152,-0.165,-0.2256,0.7263,0.6522,0.0741
851,10,82.7504,4.8068,1.6729,0.0,-0.2649,0.7263,0.3808,0.3455
851,11,84.0431,5.3613,2.0209,-0.5,-0.1268,0.2,0.2347,0.0347
851,12,75.2597,5.5504,2.1625,0.0,-0.016,0.2,0.2244,0.0244
851,13,70.5687,5.3613,1.88,0.0,-0.0059,0.2,0.2081,0.0081
851,14,70.7831,4.8068,2.1778,0.0,-0.0117,0.2,0.222,0.022
851,15,62.4661,3.9247,2.0465,-0.0,-0.0162,0.2,0.1873,0.0127
851,16,62.8888,2.7752,1.8828,0.0,-0.0194,0.2,0.1629,0.0371
851,17,39.3781,1.4366,1.792,-0.0,0.0226,0.2,0.2143,0.0143
851,18,41.9157,0.0,1.6972,0.0,-0.0186,0.2,0.2099,0.0099
851,19,34.9421,0.0,1.2926,0.0,0.0079,0.2,0.1806,0.0194
851,20,23.7652,0.0,1.1791,-0.0,0.0487,0.2,0.2256,0.0256
851,21,18.8059,0.0,1.2509,0.2531,0.1154,0.4404,0.3637,0.0767
851,22,19.0445,0.0,0.8805,0.0,0.1222,0.4404,0.4758,0.0354
851,23,13.5779,0.0,1.0669,0.3,0.2313,0.7254,0.715,0.0104
852,0,22.4442,0.0,0.9944,0.0,0.2011,0.5494,0.7384,0.189
852,1,16.793,0.0,0.9034,0.3,0.126,0.8344,0.8701,0.0357
852,2,18.827,0.0,1.1441,0.0691,0.0355,0.9,0.894,0.006
852,3,31.2779,0.0,1.2883,0.0,0.0004,0.9,0.895,0.005
852,4,47.456,0.0,1.317,0.0,0.0058,0.9,0.9009,0.0009
852,5,41.3271,0.0,1.4287,0.0,-0.0034,0.9,0.9031,0.0031
852,6,51.7113,0.0,1.614,0.0,-0.0046,0.9,0.9004,0.0004
852,7,61.8149,1.347,1.7608,0.0,-0.0043,0.9,0.9022,0.0022
852,8,65.367,2.6022,1.6333,0.0,-0.0073,0.9,0.8967,0.0033
852,9,75.8495,3.6801,1.6229,0.0,0.0227,0.9,0.9309,0.0309
852,10,80.194,4.5072,1.9747,0.0,-0.1258,0.9,0.7939,0.1061
852,11,85.775,5.0271,2.1216,-0.5,-0.2932,0.3737,0.4843,0.1106
852,12,82.0495,5.2044,1.7629,-0.165,-0.2612,0.2,0.1955,0.0045
852,13,76.735,5.0271,1.9933,0.0,-0.0111,0.2,0.1926,0.0074
852,14,77.8236,4.5072,2.1023,0.0,0.0212,0.2,0.2057,0.0057
852,15,68.8245,3.6801,1.8361,-0.0,-0.0125,0.2,0.2099,0.0099
852,16,60.8188,2.6022,1.9782,-0.0,0.0057,0.2,0.2002,0.0002
852,17,53.1733,1.347,1.8295,0.0,-0.0037,0.2,0.2054,0.0054
852,18,45.0236,0.0,1.4726,0.0,0.0052,0.2,0.1928,0.0072
852,19,43.7339,0.0,1.3154,0.0,0.0059,0.2,0.2118,0.0118
852,20,36.7753,0.0,1.1976,0.0,0.0066,0.2,0.1965,0.0035
852,21,27.9005,0.0,1.1667,0.0,-0.0016,0.2,0.1956,0.0044
852,22,20.867,0.0,0.891,0.3,0.1761,0.485,0.3636,0.1214
852,23,21.1423,0.0,0.8133,0.0677,0.2,0.5494,0.5533,0.0039
853,0,31.5178,0.0,0.8214,-0.5,-0.089,0.2393,0.6772,0.4379
853,1,12.7362,0.0,1.0505,0.3,0.0777,0.5243,0.7285,0.2042
853,2,19.2946,0.0,1.0496,0.3,0.0974,0.8093,0.8253,0.016
853,3,20.5496,0.0,1.2558,0.0954,0.0716,0.9,0.9128,0.0128
853,4,24.122,0.0,1.4039,0.0,0.0047,0.9,0.9302,0.0302
853,5,34.8035,0.0,1.573,0.0,-0.0151,0.9,0.9169,0.0169
853,6,32.6468,0.0,1.629,0.0,-0.0054,0.9,0.9045,0.0045
853,7,35.78,1.0351,1.5969,0.0,-0.0074,0.9,0.9049,0.0049
853,8,49.231,1.9997,1.5463,0.0,-0.0061,0.9,0.8953,0.0047
853,9,56.4066,2.828,1.8095,0.0,0.0055,0.9,0.9063,0.0063
853,10,57.2455,3.4635,1.9257,0.0,0.0018,0.9,0.8948,0.0052
853,11,73.1405,3.8631,2.0423,0.0,-0.0101,0.9,0.8727,0.0273
853,12,71.8937,3.9993,1.9158,0.0,-0.01,0.9,0.8675,0.0325
853,13,78.9693,3.8631,1.8028,-0.5,-0.1089,0.3737,0.7605,0.3868
853,14,78.5174,3.4635,1.9714,0.0,-0.215,0.3737,0.5241,0.1504
853,15,74.2975,2.828,2.2161,0.0,-0.2572,0.3737,0.2666,0.1071
853,16,78.8322,1.9997,1.964,-0.165,-0.0616,0.2,0.1988,0.0012
853,17,69.0979,1.0351,1.8081,0.0,-0.0059,0.2,0.2024,0.0024
853,18,64.0167,0.0,1.4446,-0.0,0.0079,0.2,0.194,0.006
853,19,58.7806,0.0,1.2579,0.0,0.0022,0.2,0.2018,0.0018
853,20,49.7859,0.0,1.3643,0.0,-0.0077,0.2,0.1923,0.0077
853,21,41.502,0.0,1.3355,0.0,0.0032,0.2,0.2117,0.0117
853,22,30.534,0.0,1.0276,0.2954,0.2666,0.4807,0.4597,0.021
853,23,23.3925,0.0,0.9294,0.3,0.2993,0.7657,0.7578,0.0079
854,0,19.255,0.0,1.2209,0.2557,0.1527,0.9,0.8268,0.0732
854,1,25.5786,0.0,0.888,0.0,0.0985,0.9,0.9132,0.0132
854,2,29.4976,0.0,0.9909,0.0,0.0128,0.9,0.9227,0.0227
854,3,36.2436,0.0,1.1628,0.0,-0.0194,0.9,0.9259,0.0259
854,4,48.5182,0.0,1.0291,0.0,0.0024,0.9,0.9271,0.0271
854,5,54.8144,0.0,1.1383,0.0,0.0054,0.9,0.9181,0.0181
854,6,58.363,0.0,1.4352,-0.0,0.0014,0.9,0.9216,0.0216
854,7,66.1509,1.8298,1.7533,0.0,0.0017,0.9,0.9271,0.0271
854,8,76.2039,3.535,1.7782,0.0,-0.0069,0.9,0.9088,0.0088
854,9,78.7439,4.9992,1.5446,0.0,-0.0358,0.9,0.8958,0.0042
854,10,85.8905,6.1228,2.1414,-0.5,-0.287,0.3737,0.5889,0.2152
854,11,82.6755,6.829,2.1026,-0.165,-0.2882,0.2,0.2671,0.0671
854,12,79.6333,7.07,2.0287,0.0413,-0.0372,0.2392,0.1861,0.0531
854,13,73.3104,6.829,2.0076,-0.0373,0.0067,0.2,0.2228,0.0228
854,14,63.9595,6.1228,2.034,0.0,-0.0243,0.2,0.2019,0.0019
854,15,68.0565,4.9992,2.2025,0.0,0.0035,0.2,0.2055,0.0055
854,16,60.7376,3.535,1.8821,0.0,-0.0,0.2,0.197,0.003
854,17,54.1051,1.8298,1.6738,0.0,0.0054,0.2,0.2067,0.0067
854,18,36.059,0.0,1.3159,0.0,0.0069,0.2,0.2057,0.0057
854,19,35.3758,0.0,1.3953,0.0,0.0008,0.2,0.212,0.012
854,20,25.1692,0.0,1.366,0.0,0.0057,0.2,0.2101,0.0101
854,21,22.9626,0.0,1.1292,-0.0,-0.0129,0.2,0.205,0.005
854,22,14.4528,0.0,0.9886,0.3,0.2618,0.485,0.4694,0.0156
854,23,17.3146,0.0,1.1001,0.1811,0.2333,0.6571,0.6759,0.0188
855,0,24.2797,0.0,0.8687,0.0,0.0806,0.4007,0.4701,0.0694
855,1,13.6828,0.0,1.2349,0.3,0.1728,0.6857,0.6411,0.0446
855,2,18.4008,0.0,0.9017,0.2256,0.1244,0.9,0.7408,0.1592
855,3,20.0679,0.0,1.0313,0.0,0.0784,0.9,0.8359,0.0641
855,4,24.6072,0.0,1.2013,0.0,0.0325,0.9,0.8619,0.0381
855,5,28.1274,0.0,1.5838,0.0,0.015,0.9,0.8675,0.0325
855,6,26.809,0.0,1.5995,-0.0,-0.0053,0.9,0.8843,0.0157
855,7,39.2795,1.8226,1.5877,0.0,-0.0125,0.9,0.8661,0.0339
855,8,44.2393,3.521,1.6809,-0.0,-0.0131,0.9,0.8963,0.0037
855,9,52.7656,4.9795,1.7512,0.0,0.0103,0.9,0.8728,0.0272
855,10,57.7581,6.0986,1.7447,0.0,0.0031,0.9,0.8835,0.0165
855,11,68.2911,6.8021,1.8612,0.0,-0.0187,0.9,0.8865,0.0135
855,12,86.5078,7.042,2.2642,-0.2222,-0.1417,0.6662,0.7378,0.0716
855,13,85.2531,6.8021,2.2063,-0.4042,-0.3121,0.2407,0.4141,0.1734
855,14,75.7854,6.0986,1.8815,0.0,-0.1888,0.2407,0.2178,0.0229
855,15,79.9674,4.9795,1.7794,-0.0386,0.0017,0.2,0.2193,0.0193
855,16,76.3468,3.521,1.9211,0.0,-0.0068,0.2,0.2011,0.0011
855,17,74.1889,1.8226,1.5388,0.0,-0.0154,0.2,0.1893,0.0107
855,18,71.6944,0.0,1.6001,0.0,0.022,0.2,0.179,0.021
855,19,60.6916,0.0,1.2046,-0.0,0.0027,0.2,0.2109,0.0109
855,20,50.7758,0.0,1.2753,0.0,0.0007,0.2,0.1924,0.0076
855,21,50.4194,0.0,1.0757,0.0,-0.0061,0.2,0.1736,0.0264
855,22,33.3128,0.0,1.1358,-0.0,0.0609,0.2,0.245,0.045
855,23,32.2625,0.0,1.2106,0.2113,0.1445,0.4007,0.3864,0.0143
856,0,22.8959,0.0,0.8885,0.0,0.0851,0.369,0.448,0.079
856,1,26.4082,0.0,1.1141,0.0,0.1745,0.369,0.6313,0.2623
856,2,20.5292,0.0,0.8654,0.3,0.1446,0.654,0.7437,0.0897
856,3,20.6877,0.0,1.3626,0.2589,0.0987,0.9,0.8397,0.0603
856,4,28.5659,0.0,1.4046,0.0,0.0315,0.9,0.875,0.025
856,5,30.7632,0.0,1.1585,0.0,0.0147,0.9,0.8985,0.0015
856,6,44.1634,0.0,1.4728,0.0,0.0035,0.9,0.8971,0.0029
856,7,37.7379,1.2879,1.6538,0.0,-0.0066,0.9,0.8731,0.0269
856,8,49.8256,2.488,1.8579,0.0,-0.013,0.9,0.9022,0.0022
856,9,52.1009,3.5185,1.8518,0.0,0.007,0.9,0.8977,0.0023
856,10,60.518,4.3093,2.051,0.0,0.0011,0.9,0.8974,0.0026
856,11,76.3696,4.8064,1.9723,0.0,-0.0436,0.9,0.8764,0.0236
856,12,72.3014,4.9759,2.0918,0.0,-0.0863,0.9,0.7763,0.1237
856,13,85.2051,4.8064,1.7778,-0.5,-0.3303,0.3737,0.4608,0.0871
856,14,75.5659,4.3093,1.9291,0.0,-0.2124,0.3737,0.2372,0.1365
856,15,78.6429,3.5185,2.0261,-0.165,-0.0047,0.2,0.2261,0.0261
856,16,71.2737,2.488,1.9617,0.0,-0.0136,0.2,0.2105,0.0105
856,17,73.9306,1.2879,1.6554,0.0,-0.0114,0.2,0.2013,0.0013
856,18,65.9369,0.0,1.4851,0.0,0.0209,0.2,0.1804,0.0196
856,19,62.9289,0.0,1.5758,0.0,-0.0034,0.2,0.2055,0.0055
856,20,53.5137,0.0,1.2349,0.0,0.0008,0.2,0.1877,0.0123
856,21,42.8618,0.0,1.3181,-0.0,-0.0113,0.2,0.1723,0.0277
856,22,35.5796,0.0,1.051,-0.0,0.0203,0.2,0.2107,0.0107
856,23,23.8233,0.0,1.023,0.1779,0.167,0.369,0.3768,0.0078
857,0,16.8356,0.0,0.6524,0.1963,0.1265,0.9,0.8811,0.0189
857,1,19.4587,0.0,1.0944,0.0,0.0028,0.9,0.8999,0.0001
857,2,33.3105,0.0,0.8988,0.0,0.0428,0.9,0.9149,0.0149
857,3,42.6354,0.0,1.1535,0.0,0.0077,0.9,0.9457,0.0457
857,4,43.4846,0.0,1.0293,0.0,0.0178,0.9,0.945,0.045
857,5,50.1874,0.0,1.3578,0.0,-0.0034,0.9,0.9214,0.0214
857,6,62.6752,0.0,1.5255,0.0,-0.0052,0.9,0.9244,0.0244
857,7,67.0814,1.3374,1.5552,0.0,0.0161,0.9,0.928,0.028
857,8,62.2139,2.5836,1.7432,0.0,-0.0131,0.9,0.9487,0.0487
857,9,80.3711,3.6538,1.601,-0.5,0.0256,0.3737,0.9469,0.5732
857,10,73.839,4.4749,1.9397,0.0,-0.0864,0.3737,0.851,0.4773
857,11,79.941,4.9911,1.8872,-0.165,-0.3173,0.2,0.5054,0.3054
857,12,76.9796,5.1672,2.0133,0.0,-0.2424,0.2,0.2345,0.0345
857,13,72.9815,4.9911,1.9649,0.0,-0.0405,0.2,0.1983,0.0017
857,14,70.7898,4.4749,1.8971,0.0,-0.0013,0.2,0.1883,0.0117
857,15,67.8304,3.6538,1.7865,0.0,0.0121,0.2,0.2056,0.0056
857,16,57.0636,2.5836,1.791,-0.0,0.018,0.2,0.2344,0.0344
857,17,54.7874,1.3374,1.8795,0.0,-0.0233,0.2,0.2012,0.0012
857,18,47.5514,0.0,1.48,0.0,0.0154,0.2,0.1875,0.0125
857,19,40.3675,0.0,1.4517,0.0,-0.0007,0.2,0.2092,0.0092
857,20,27.9694,0.0,1.4847,-0.0,0.0066,0.2,0.2349,0.0349
857,21,21.6908,0.0,1.2068,0.2406,0.197,0.4285,0.3994,0.0291
857,22,20.6786,0.0,1.1802,0.3,0.1685,0.7135,0.563,0.1505
857,23,24.5134,0.0,0.8884,0.0,0.1871,0.7135,0.7339,0.0204
858,0,28.1648,0.0,0.9486,0.0348,0.2057,0.615,0.7713,0.1563
858,1,19.0992,0.0,1.0692,0.3,0.1166,0.9,0.8716,0.0284
858,2,37.5793,0.0,1.0361,0.0,0.0135,0.9,0.9014,0.0014
858,3,39.7191,0.0,0.6017,0.0,-0.0022,0.9,0.8777,0.0223
858,4,46.232,0.0,0.9759,0.0,-0.0143,0.9,0.8918,0.0082
858,5,45.5439,0.0,1.3345,0.0,-0.0055,0.9,0.9066,0.0066
858,6,54.2789,0.0,1.6283,0.0,0.0038,0.9,0.8805,0.0195
858,7,67.62,1.0783,1.4937,0.0,-0.0007,0.9,0.8903,0.0097
858,8,62.9892,2.083,1.86,0.0,0.0029,0.9,0.8791,0.0209
858,9,70.0278,2.9458,1.6291,0.0,0.0207,0.9,0.9183,0.0183
858,10,82.1973,3.6079,1.9713,0.0,-0.0879,0.9,0.8409,0.0591
858,11,84.7602,4.0241,2.0224,-0.165,-0.2412,0.7263,0.5811,0.1452
858,12,87.5104,4.166,2.0703,-0.5,-0.3284,0.2,0.2263,0.0263
858,13,74.5739,4.0241,1.8317,0.0,-0.0398,0.2,0.1784,0.0216
858,14,67.6481,3.6079,1.7009,0.0,0.0361,0.2,0.204,0.004
858,15,61.8082,2.9458,1.9625,0.0,-0.0143,0.2,0.2036,0.0036
858,16,59.4383,2.083,1.5211,-0.0,-0.0167,0.2,0.1876,0.0124
858,17,49.0582,1.0783,1.5138,0.0,0.0152,0.2,0.2109,0.0109
858,18,36.6824,0.0,1.7088,0.0,-0.0049,0.2,0.1982,0.0018
858,19,36.9791,0.0,1.3961,0.0,0.0145,0.2,0.2125,0.0125
